/* DATA DESCRIPTION:
Citation:	Miller, Heinz; Schwager, Matthias (2000): Density of ice core ngt37C95.2 from the North Greenland Traverse. PANGAEA, https://doi.org/10.1594/PANGAEA.57798
40.931	707.3
40.932	705.6
40.933	701.0
40.934	696.3
40.935	696.0
40.936	697.2
40.937	692.9
40.938	693.7
40.939	698.3
40.940	700.1
40.941	702.9
40.942	704.1
40.943	705.6
40.944	702.3
40.945	699.2
40.946	699.2
40.947	701.1
40.948	701.9
40.949	698.5
40.950	700.4
40.951	701.0
40.952	707.2
40.953	706.1
40.954	709.0
40.955	706.8
40.956	704.9
40.957	704.6
40.958	707.9
40.959	707.7
40.960	706.9
40.961	703.7
40.962	704.5
40.963	707.1
40.964	705.6
40.965	702.5
40.966	709.6
40.967	711.0
40.968	706.0
40.969	701.7
40.970	697.5
40.971	698.5
40.972	700.6
40.973	704.2
40.974	707.7
40.975	709.6
40.976	709.0
40.977	708.9
40.978	711.7
40.979	715.5
40.980	712.2
40.981	710.7
40.982	703.4
40.983	705.2
40.984	701.2
40.985	698.7
40.986	696.9
40.987	699.4
40.988	701.9
40.989	699.5
40.990	694.5
41.011	692.6
41.012	693.6
41.013	693.0
41.014	690.8
41.015	691.4
41.016	689.6
41.017	689.7
41.018	689.6
41.019	691.8
41.020	690.2
41.021	689.0
41.022	689.9
41.023	694.0
41.024	690.1
41.025	691.1
41.026	691.8
41.027	693.5
41.028	692.9
41.029	693.3
41.030	695.6
41.031	692.7
41.032	694.0
41.033	690.6
41.034	689.3
41.035	694.1
41.036	691.0
41.037	694.4
41.038	696.2
41.039	693.0
41.040	690.8
41.041	691.7
41.042	695.7
41.043	699.6
41.044	704.3
41.045	703.6
41.046	703.8
41.047	702.7
41.048	702.5
41.049	705.2
41.050	704.2
41.051	702.7
41.052	702.0
41.053	703.7
41.054	703.2
41.055	701.8
41.056	699.8
41.057	696.8
41.058	699.2
41.059	699.4
41.060	697.6
41.061	696.1
41.062	696.0
41.063	693.4
41.064	693.4
41.065	691.6
41.066	695.6
41.067	695.7
41.068	697.4
41.069	698.8
41.070	700.4
41.071	702.2
41.072	702.8
41.073	701.2
41.074	707.5
41.075	711.6
41.076	713.3
41.077	719.1
41.078	719.1
41.079	721.5
41.080	725.6
41.081	724.3
41.082	726.8
41.083	726.9
41.084	728.1
41.085	727.7
41.086	727.3
41.087	724.4
41.088	729.1
41.089	726.5
41.090	727.0
41.091	728.2
41.092	725.4
41.093	725.5
41.094	727.9
41.095	727.8
41.096	728.1
41.097	726.2
41.098	729.9
41.099	723.2
41.100	717.7
41.101	717.1
41.102	722.7
41.103	724.4
41.104	724.3
41.105	719.8
41.106	722.1
41.107	721.1
41.108	721.9
41.109	725.9
41.110	723.6
41.111	722.1
41.112	720.7
41.113	719.8
41.114	720.9
41.115	719.4
41.116	719.4
41.117	717.3
41.118	718.6
41.119	717.4
41.120	717.0
41.121	719.2
41.122	721.4
41.123	718.8
41.124	720.8
41.125	721.7
41.126	718.8
41.127	720.5
41.128	720.4
41.129	718.0
41.130	722.9
41.131	721.5
41.132	718.0
41.133	721.5
41.134	723.1
41.135	724.2
41.136	727.1
41.137	725.6
41.138	722.5
41.139	724.7
41.140	721.6
41.141	719.9
41.142	717.0
41.143	714.4
41.144	712.4
41.145	711.6
41.146	717.5
41.147	715.6
41.148	714.6
41.149	710.1
41.150	703.6
41.151	700.2
41.152	704.0
41.153	700.0
41.154	699.5
41.155	697.1
41.156	696.6
41.157	694.3
41.158	692.1
41.159	687.6
41.160	691.2
41.161	689.6
41.162	687.1
41.163	686.9
41.164	691.2
41.165	689.0
41.166	692.5
41.167	693.9
41.168	700.3
41.169	698.1
41.170	698.2
41.171	697.1
41.172	694.5
41.173	695.2
41.174	695.4
41.175	692.5
41.176	692.6
41.177	693.5
41.178	690.6
41.179	690.9
41.180	693.6
41.181	692.3
41.182	690.6
41.183	693.0
41.184	692.6
41.185	691.3
41.186	697.2
41.187	697.2
41.188	695.9
41.189	695.5
41.190	695.9
41.191	695.5
41.192	699.3
41.193	696.7
41.194	696.4
41.195	694.2
41.196	695.7
41.197	699.8
41.198	701.7
41.199	701.4
41.200	698.2
41.201	700.1
41.202	701.7
41.203	700.4
41.204	695.8
41.205	700.8
41.206	700.0
41.207	702.3
41.208	704.6
41.209	701.3
41.210	698.6
41.211	697.9
41.212	693.3
41.213	695.4
41.214	694.9
41.215	695.9
41.216	692.9
41.217	694.3
41.218	695.6
41.219	695.1
41.220	699.1
41.221	697.0
41.222	694.6
41.223	695.5
41.224	694.7
41.225	694.1
41.226	698.1
41.227	695.0
41.228	694.6
41.229	692.5
41.230	697.4
41.231	693.9
41.232	691.5
41.233	692.7
41.234	693.4
41.235	694.5
41.236	695.8
41.237	699.3
41.238	697.6
41.239	698.2
41.240	698.2
41.241	693.7
41.242	694.9
41.243	692.9
41.244	694.0
41.245	693.9
41.246	695.6
41.247	696.1
41.248	695.3
41.249	691.0
41.250	695.6
41.251	694.2
41.252	692.8
41.253	694.9
41.254	697.1
41.255	707.0
41.256	708.1
41.257	704.2
41.258	698.5
41.259	697.3
41.260	693.7
41.261	692.5
41.262	687.3
41.263	682.9
41.264	681.9
41.265	684.3
41.266	682.2
41.267	681.8
41.268	682.7
41.269	690.4
41.270	699.6
41.271	702.6
41.272	708.5
41.273	711.8
41.274	712.8
41.275	708.0
41.276	704.2
41.277	703.9
41.278	702.3
41.279	707.1
41.280	711.0
41.281	715.9
41.282	717.7
41.283	718.7
41.284	720.2
41.285	722.8
41.286	722.3
41.287	722.9
41.288	727.2
41.289	726.5
41.290	724.5
41.291	723.6
41.292	722.5
41.293	719.1
41.294	723.7
41.295	722.2
41.296	722.5
41.297	720.9
41.298	719.2
41.299	718.8
41.300	719.2
41.301	713.9
41.302	713.3
41.303	709.3
41.304	707.2
41.305	706.1
41.306	703.1
41.307	701.9
41.308	700.3
41.309	700.3
41.310	696.9
41.311	697.3
41.312	698.1
41.313	697.4
41.314	699.6
41.315	697.0
41.316	700.7
41.317	699.8
41.318	697.9
41.319	699.1
41.320	700.2
41.321	698.9
41.322	699.1
41.323	699.0
41.324	701.5
41.325	701.2
41.326	703.9
41.327	707.2
41.328	716.4
41.329	725.8
41.330	725.1
41.331	723.2
41.332	719.2
41.333	713.0
41.334	707.3
41.335	701.7
41.336	698.9
41.337	696.6
41.338	696.7
41.339	693.8
41.340	696.6
41.341	699.4
41.342	701.0
41.343	700.2
41.344	698.0
41.345	700.9
41.346	697.8
41.347	695.5
41.348	696.5
41.349	696.0
41.350	698.0
41.351	697.0
41.352	696.6
41.353	696.9
41.354	693.1
41.355	695.3
41.356	691.3
41.357	693.2
41.358	695.0
41.359	694.0
41.360	699.8
41.361	709.5
41.362	707.4
41.363	706.0
41.364	699.2
41.365	698.0
41.366	700.1
41.367	699.7
41.368	702.4
41.369	701.3
41.370	700.0
41.371	698.4
41.372	697.1
41.373	696.8
41.374	700.3
41.375	700.3
41.376	700.1
41.377	697.9
41.378	698.6
41.379	697.1
41.380	698.1
41.381	700.6
41.382	701.4
41.383	701.1
41.384	702.7
41.385	700.5
41.386	703.6
41.387	711.7
41.388	712.7
41.389	712.3
41.390	712.6
41.391	712.5
41.392	714.4
41.393	714.6
41.394	711.0
41.395	717.8
41.396	718.1
41.397	715.8
41.398	720.5
41.399	718.7
41.400	719.9
41.401	720.6
41.402	722.5
41.403	723.2
41.404	725.0
41.405	724.4
41.406	728.5
41.407	733.4
41.408	734.2
41.409	735.5
41.410	734.0
41.411	732.7
41.412	729.9
41.413	730.7
41.414	729.1
41.415	731.2
41.416	730.7
41.417	730.2
41.418	730.4
41.419	726.9
41.420	719.7
41.421	713.2
41.422	709.7
41.423	707.6
41.424	709.1
41.425	707.7
41.426	707.4
41.427	708.7
41.428	702.3
41.429	694.3
41.430	691.8
41.431	692.2
41.432	691.6
41.433	691.3
41.434	694.2
41.435	696.5
41.436	696.4
41.437	696.8
41.438	695.9
41.439	693.9
41.440	695.7
41.441	695.2
41.478	698.1
41.479	695.3
41.480	695.6
41.481	694.9
41.482	695.9
41.483	698.1
41.484	702.5
41.485	698.1
41.486	699.0
41.487	698.4
41.488	694.3
41.489	696.9
41.490	694.5
41.491	692.8
41.492	692.9
41.493	694.4
41.494	693.8
41.495	696.1
41.496	696.1
41.497	699.4
41.498	700.0
41.499	705.8
41.500	706.9
41.501	708.6
41.502	708.5
41.503	711.0
41.504	711.0
41.505	709.4
41.506	709.3
41.507	705.1
41.508	705.8
41.509	700.3
41.510	696.6
41.511	696.6
41.512	695.6
41.513	695.8
41.514	695.7
41.515	698.1
41.516	701.1
41.517	696.4
41.518	692.2
41.519	689.4
41.520	694.5
41.521	693.4
41.522	695.2
41.523	694.9
41.524	694.9
41.525	698.2
41.526	700.0
41.527	697.1
41.528	698.7
41.529	699.4
41.530	696.9
41.531	698.5
41.532	699.8
41.533	696.6
41.534	697.5
41.535	697.6
41.536	693.5
41.537	690.2
41.538	693.2
41.539	700.3
41.540	706.2
41.541	706.0
41.542	702.3
41.543	705.5
41.544	708.3
41.545	710.2
41.546	713.2
41.547	722.1
41.548	728.1
41.549	730.3
41.550	724.1
41.551	709.5
41.552	695.7
41.553	692.3
41.554	690.3
41.555	695.0
41.556	708.2
41.557	712.3
41.558	707.3
41.559	701.3
41.560	699.0
41.561	692.5
41.562	688.2
41.563	687.8
41.564	688.0
41.565	685.8
41.566	685.3
41.567	682.4
41.568	684.3
41.569	686.0
41.570	686.4
41.571	688.4
41.572	685.7
41.573	689.1
41.574	690.3
41.575	687.5
41.576	688.4
41.577	686.1
41.578	687.4
41.579	690.9
41.580	691.6
41.581	689.2
41.582	689.0
41.583	689.7
41.584	691.9
41.585	694.2
41.586	690.4
41.587	693.0
41.588	695.0
41.589	695.9
41.590	697.9
41.591	697.0
41.592	699.6
41.593	701.5
41.594	693.0
41.595	693.6
41.596	694.5
41.597	692.6
41.598	696.9
41.599	695.0
41.600	692.4
41.601	696.8
41.602	697.7
41.603	701.1
41.604	706.4
41.605	708.5
41.606	705.3
41.607	708.1
41.608	706.7
41.609	707.0
41.610	707.9
41.611	706.5
41.612	707.3
41.613	708.7
41.614	711.1
41.615	713.1
41.616	710.9
41.617	712.7
41.618	713.8
41.619	712.0
41.620	711.3
41.621	707.8
41.622	709.9
41.623	707.7
41.624	706.4
41.625	706.7
41.626	704.7
41.627	705.2
41.628	703.4
41.629	702.8
41.630	704.9
41.631	705.4
41.632	703.4
41.633	704.1
41.634	704.7
41.635	706.7
41.636	708.2
41.637	709.3
41.638	705.5
41.639	710.2
41.640	707.0
41.641	707.4
41.642	706.6
41.643	706.5
41.644	705.1
41.645	705.8
41.646	705.7
41.647	702.3
41.648	703.8
41.649	702.2
41.650	701.6
41.651	701.7
41.652	700.7
41.653	697.9
41.654	694.4
41.655	694.9
41.656	694.8
41.657	693.7
41.658	697.6
41.659	698.0
41.660	698.8
41.661	699.2
41.662	696.1
41.663	697.0
41.664	693.3
41.665	696.6
41.666	698.2
41.667	696.7
41.668	694.5
41.669	691.7
41.670	691.4
41.671	693.0
41.672	694.2
41.673	696.2
41.674	694.6
41.675	693.8
41.676	692.5
41.677	692.0
41.678	698.7
41.679	696.4
41.680	698.7
41.681	698.1
41.682	698.5
41.683	701.5
41.684	696.8
41.685	697.5
41.686	699.8
41.687	700.4
41.688	701.6
41.689	702.9
41.690	700.6
41.691	697.3
41.692	697.8
41.693	696.3
41.694	699.9
41.695	699.9
41.696	699.9
41.697	703.2
41.698	705.2
41.699	698.7
41.700	698.5
41.701	697.1
41.702	697.6
41.703	696.6
41.704	697.3
41.705	699.6
41.706	696.2
41.707	695.1
41.708	696.4
41.709	696.6
41.710	692.1
41.711	694.4
41.712	693.7
41.713	693.6
41.714	694.9
41.715	695.9
41.716	697.0
41.717	693.6
41.718	694.4
41.719	693.8
41.720	695.1
41.721	694.5
41.722	695.6
41.723	697.7
41.724	698.4
41.725	698.5
41.726	698.7
41.727	698.5
41.728	700.4
41.729	695.8
41.730	693.8
41.731	692.4
41.732	687.1
41.733	687.9
41.734	688.8
41.735	690.6
41.736	686.9
41.737	692.8
41.738	699.3
41.739	704.8
41.740	709.6
41.741	715.3
41.742	715.0
41.743	715.1
41.744	715.8
41.745	719.0
41.746	721.7
41.747	727.0
41.748	729.9
41.749	729.9
41.750	734.8
41.751	733.7
41.752	736.1
41.753	733.7
41.754	734.6
41.755	732.7
41.756	732.3
41.757	730.0
41.758	727.2
41.759	730.6
41.760	731.3
41.761	733.0
41.762	731.3
41.763	730.4
41.764	729.0
41.765	730.8
41.766	728.8
41.767	726.4
41.768	724.6
41.769	729.0
41.770	724.4
41.771	726.3
41.772	728.6
41.773	727.8
41.774	729.5
41.775	732.6
41.776	731.9
41.777	733.7
41.778	733.6
41.779	735.0
41.780	737.2
41.781	738.4
41.782	738.5
41.783	735.5
41.784	736.2
41.785	734.4
41.786	733.6
41.787	732.2
41.788	733.5
41.789	732.2
41.790	732.8
41.791	734.6
41.792	735.1
41.793	735.1
41.794	733.2
41.795	729.7
41.796	728.4
41.797	731.6
41.798	734.8
41.799	738.4
41.800	738.9
41.801	736.8
41.802	737.6
41.803	739.6
41.804	739.0
41.805	741.8
41.806	739.1
41.807	739.0
41.808	744.6
41.809	741.8
41.810	739.1
41.811	738.7
41.812	738.3
41.838	708.0
41.839	708.2
41.840	711.7
41.841	706.7
41.842	706.7
41.843	706.5
41.844	707.6
41.845	703.8
41.846	702.1
41.847	702.0
41.848	699.2
41.849	700.0
41.850	703.6
41.851	704.1
41.852	704.5
41.853	701.6
41.854	700.9
41.855	705.4
41.856	703.8
41.857	704.0
41.858	704.2
41.859	703.4
41.860	706.3
41.861	703.2
41.862	705.7
41.863	702.5
41.864	704.7
41.865	704.0
41.866	706.9
41.867	709.5
41.868	708.5
41.869	710.6
41.870	709.3
41.871	707.1
41.872	710.5
41.873	705.2
41.874	709.0
41.875	709.2
41.876	711.2
41.877	711.8
41.878	710.0
41.879	710.0
41.880	711.5
41.881	711.5
41.882	710.2
41.883	708.1
41.884	705.8
41.885	707.0
41.886	707.7
41.887	709.3
41.888	713.3
41.889	713.0
41.890	712.0
41.891	712.7
41.892	718.4
41.893	715.8
41.894	717.5
41.895	716.3
41.896	715.6
41.897	719.5
41.898	724.3
41.899	720.6
41.900	720.1
41.901	716.2
41.902	719.7
41.903	723.3
41.904	719.9
41.905	720.3
41.906	718.2
41.907	715.8
41.908	715.3
41.909	715.2
41.910	711.2
41.911	709.5
41.912	708.6
41.913	708.0
41.914	704.4
41.915	706.0
41.916	707.3
41.917	706.2
41.918	710.1
41.919	710.2
41.920	712.8
41.921	711.8
41.922	706.0
41.923	705.9
41.924	706.0
41.925	707.2
41.926	707.8
41.927	705.1
41.928	705.2
41.929	705.0
41.930	703.2
41.931	701.6
41.932	701.2
41.933	698.7
41.934	696.7
41.935	698.4
41.936	697.6
41.937	694.5
41.938	697.5
41.939	696.4
41.940	695.9
41.941	700.4
41.942	701.6
41.943	699.6
41.944	699.7
41.945	698.9
41.946	696.0
41.947	698.4
41.948	698.0
41.949	696.8
41.950	694.5
41.951	696.0
41.952	695.1
41.953	696.5
41.954	698.7
41.955	701.0
41.956	704.3
41.957	703.1
41.958	706.4
41.959	706.4
41.960	706.1
41.961	707.3
41.962	704.7
41.963	701.9
41.964	700.5
41.965	702.8
41.966	706.4
41.967	709.0
41.968	708.9
41.969	704.8
41.970	705.9
41.971	703.6
41.972	703.8
41.973	703.8
41.974	703.5
41.975	700.7
41.976	703.5
41.977	703.9
41.978	701.9
41.979	699.0
41.980	696.7
41.981	697.6
41.982	694.9
41.983	695.7
41.984	697.0
41.985	695.9
42.013	690.3
42.014	691.7
42.015	691.3
42.016	691.0
42.017	696.2
42.018	696.3
42.019	696.1
42.020	694.7
42.021	692.6
42.022	693.7
42.023	693.8
42.024	697.6
42.025	702.5
42.026	703.6
42.027	704.0
42.028	701.9
42.029	701.7
42.030	707.4
42.031	707.0
42.032	706.8
42.033	703.9
42.034	693.7
42.035	692.8
42.036	691.0
42.037	692.3
42.038	689.6
42.039	686.5
42.040	688.9
42.041	694.0
42.042	693.4
42.043	695.7
42.044	696.4
42.045	691.8
42.046	689.4
42.047	691.2
42.048	688.6
42.049	687.0
42.050	690.3
42.051	686.9
42.052	688.9
42.053	690.8
42.054	689.3
42.055	689.5
42.056	688.1
42.057	694.2
42.058	689.1
42.059	690.6
42.060	691.5
42.061	689.4
42.062	690.7
42.063	689.8
42.064	687.7
42.065	689.0
42.066	691.0
42.067	689.9
42.068	687.6
42.069	686.7
42.070	690.6
42.071	691.7
42.072	691.8
42.073	693.1
42.074	692.6
42.075	699.0
42.076	705.9
42.077	708.7
42.078	711.4
42.079	717.6
42.080	720.6
42.081	723.5
42.082	728.9
42.083	725.8
42.084	727.9
42.085	730.6
42.086	735.6
42.087	738.7
42.088	742.1
42.089	744.9
42.090	744.5
42.091	739.1
42.092	738.5
42.093	737.6
42.094	738.2
42.095	740.8
42.096	744.1
42.097	743.2
42.098	740.4
42.099	727.6
42.100	712.3
42.101	706.0
42.102	701.5
42.103	690.6
42.104	693.2
42.105	692.5
42.106	696.9
42.107	695.4
42.108	694.4
42.109	696.4
42.110	694.1
42.111	697.8
42.112	694.9
42.113	694.7
42.114	697.3
42.115	697.9
42.116	695.6
42.117	693.7
42.118	696.6
42.119	698.3
42.120	696.5
42.121	694.8
42.122	698.5
42.123	697.7
42.124	694.9
42.125	694.7
42.126	700.9
42.127	699.8
42.128	704.7
42.129	708.2
42.130	708.6
42.131	708.8
42.132	710.0
42.133	705.6
42.134	705.2
42.135	701.3
42.136	699.1
42.137	695.8
42.138	694.0
42.139	693.2
42.140	695.8
42.141	695.0
42.142	697.2
42.143	700.2
42.144	701.2
42.145	701.8
42.146	700.6
42.147	699.2
42.148	701.8
42.149	703.7
42.150	704.7
42.151	702.9
42.152	705.2
42.153	703.9
42.154	699.9
42.155	700.2
42.156	699.7
42.157	697.9
42.158	697.5
42.159	701.6
42.160	698.8
42.161	700.5
42.162	695.6
42.163	697.4
42.164	701.7
42.165	699.2
42.166	698.0
42.167	695.7
42.168	696.1
42.169	696.5
42.170	695.5
42.171	696.1
42.172	697.6
42.173	696.8
42.174	700.5
42.175	699.2
42.176	699.6
42.177	697.2
42.178	696.4
42.179	697.6
42.180	698.1
42.181	698.0
42.182	696.0
42.183	695.4
42.184	694.5
42.185	692.6
42.186	696.8
42.187	694.9
42.188	695.2
42.189	697.0
42.190	698.8
42.191	695.7
42.192	698.4
42.193	698.3
42.194	697.0
42.195	698.3
42.196	693.1
42.197	693.8
42.198	692.2
42.199	691.1
42.200	694.1
42.201	692.1
42.202	690.4
42.203	690.1
42.204	689.9
42.205	689.3
42.206	691.4
42.207	692.3
42.208	691.2
42.209	690.1
42.210	688.8
42.211	693.7
42.212	690.2
42.213	691.9
42.214	692.2
42.242	691.6
42.243	691.4
42.244	686.4
42.245	689.1
42.246	691.4
42.247	692.2
42.248	690.0
42.249	692.7
42.250	692.3
42.251	693.6
42.252	692.9
42.253	697.2
42.254	694.2
42.255	692.8
42.256	692.0
42.257	693.4
42.258	696.1
42.259	692.8
42.260	694.1
42.261	694.7
42.262	698.3
42.263	703.2
42.264	702.6
42.265	701.6
42.266	698.2
42.267	698.5
42.268	694.3
42.269	694.6
42.270	698.8
42.271	701.6
42.272	704.0
42.273	705.1
42.274	704.4
42.275	705.2
42.276	703.0
42.277	698.8
42.278	694.3
42.279	694.5
42.280	693.4
42.281	694.8
42.282	693.8
42.283	690.0
42.284	688.4
42.285	688.7
42.286	696.5
42.287	694.3
42.288	696.5
42.289	699.1
42.290	698.9
42.291	704.2
42.292	709.8
42.293	716.0
42.294	719.1
42.295	724.1
42.296	725.8
42.297	724.1
42.298	725.7
42.299	723.9
42.300	727.6
42.301	729.7
42.302	730.4
42.303	725.6
42.304	720.6
42.305	716.8
42.306	716.5
42.307	711.1
42.308	709.3
42.309	712.7
42.310	709.3
42.311	709.8
42.312	710.5
42.313	710.9
42.314	710.7
42.315	711.4
42.316	716.8
42.317	713.3
42.318	712.0
42.319	710.0
42.320	711.8
42.321	711.4
42.322	713.0
42.323	716.8
42.324	718.4
42.325	712.9
42.326	714.0
42.327	713.1
42.328	711.7
42.329	710.1
42.330	711.1
42.331	713.2
42.332	711.0
42.333	713.1
42.334	712.2
42.335	713.2
42.336	715.8
42.337	716.7
42.338	711.3
42.339	712.7
42.340	713.2
42.341	712.5
42.342	714.4
42.343	715.0
42.344	711.3
42.345	711.5
42.346	716.3
42.347	714.9
42.348	713.1
42.349	712.2
42.350	710.1
42.351	710.9
42.352	714.3
42.353	713.5
42.354	713.2
42.355	708.1
42.356	713.4
42.357	710.3
42.358	713.5
42.359	712.3
42.360	710.8
42.361	708.5
42.362	711.5
42.363	713.8
42.364	715.1
42.365	714.4
42.366	713.5
42.367	711.3
42.368	714.0
42.369	713.8
42.370	713.0
42.371	714.2
42.372	718.2
42.373	715.2
42.374	715.1
42.375	709.3
42.376	703.8
42.377	702.8
42.378	703.2
42.379	706.0
42.380	708.7
42.381	705.1
42.382	703.5
42.383	703.1
42.384	703.3
42.385	703.3
42.386	704.4
42.387	705.3
42.388	706.9
42.389	705.2
42.390	706.8
42.391	708.8
42.392	706.5
42.393	706.7
42.394	704.3
42.395	703.1
42.396	706.4
42.397	707.2
42.398	705.6
42.399	708.1
42.400	709.2
42.401	707.4
42.402	705.7
42.403	708.0
42.404	701.8
42.405	699.9
42.406	691.9
42.407	690.6
42.408	687.6
42.409	688.2
42.410	689.6
42.411	693.6
42.412	698.0
42.413	695.6
42.414	693.3
42.415	688.3
42.416	688.4
42.417	690.2
42.418	692.4
42.419	691.4
42.420	691.8
42.421	692.7
42.422	696.3
42.423	698.9
42.424	702.3
42.425	702.4
42.426	706.9
42.427	705.5
42.428	708.3
42.429	705.6
42.430	698.9
42.431	697.8
42.432	694.0
42.433	691.5
42.434	691.8
42.435	689.4
42.436	690.7
42.437	687.2
42.438	689.4
42.439	689.8
42.440	690.3
42.441	688.3
42.442	688.0
42.443	687.7
42.444	688.7
42.445	687.7
42.446	686.1
42.447	689.1
42.448	690.3
42.449	688.0
42.450	689.7
42.451	690.0
42.452	691.0
42.453	690.2
42.454	687.6
42.455	688.8
42.456	688.8
42.457	692.7
42.458	695.0
42.459	693.7
42.460	697.5
42.461	697.1
42.462	698.5
42.463	699.1
42.464	697.6
42.465	695.7
42.466	694.7
42.467	694.3
42.468	690.8
42.469	688.6
42.470	690.3
42.471	690.6
42.472	689.1
42.473	690.6
42.474	689.7
42.475	693.3
42.476	692.3
42.477	694.1
42.478	690.8
42.479	689.3
42.480	681.4
42.481	682.7
42.482	686.1
42.483	688.9
42.484	689.3
42.501	696.7
42.502	696.5
42.503	696.9
42.504	697.8
42.505	700.3
42.506	697.7
42.507	700.0
42.508	700.1
42.509	699.2
42.510	701.1
42.511	698.2
42.512	697.0
42.513	699.2
42.514	698.7
42.515	697.8
42.516	699.6
42.517	696.6
42.518	698.5
42.519	701.3
42.520	703.6
42.521	702.0
42.522	703.2
42.523	705.7
42.524	705.2
42.525	702.9
42.526	704.3
42.527	700.0
42.528	697.5
42.529	698.4
42.530	696.3
42.531	693.7
42.532	694.2
42.533	692.5
42.534	693.1
42.535	688.7
42.536	689.3
42.537	689.3
42.538	690.1
42.539	690.9
42.540	691.0
42.541	695.1
42.542	692.1
42.543	690.4
42.544	688.6
42.545	688.8
42.546	688.4
42.547	692.0
42.548	689.2
42.549	689.0
42.550	685.1
42.551	687.1
42.552	689.4
42.553	696.0
42.554	696.1
42.555	695.2
42.556	696.5
42.557	696.5
42.558	700.2
42.559	700.2
42.560	707.2
42.561	716.2
42.562	722.7
42.563	723.9
42.564	729.8
42.565	736.9
42.566	741.7
42.567	741.9
42.568	744.7
42.569	746.3
42.570	745.0
42.571	742.1
42.572	742.8
42.573	742.3
42.574	740.7
42.575	743.3
42.576	743.8
42.577	745.1
42.578	745.2
42.579	746.7
42.580	748.9
42.581	749.6
42.582	745.7
42.583	740.7
42.584	741.4
42.585	739.9
42.586	740.6
42.587	737.4
42.588	736.9
42.589	740.2
42.590	738.7
42.591	732.5
42.592	736.4
42.593	739.3
42.594	739.1
42.595	738.0
42.596	738.1
42.597	738.7
42.598	736.6
42.599	736.4
42.600	736.8
42.601	734.5
42.602	734.3
42.603	729.7
42.604	728.6
42.605	733.1
42.606	733.5
42.607	732.6
42.608	733.0
42.609	732.1
42.610	733.1
42.611	732.9
42.612	734.6
42.613	735.8
42.614	732.0
42.615	734.1
42.616	734.7
42.617	739.7
42.618	743.6
42.619	739.4
42.620	737.2
42.621	734.0
42.622	725.3
42.623	722.3
42.624	720.0
42.625	716.1
42.626	709.3
42.627	707.8
42.628	706.4
42.629	709.8
42.630	712.6
42.631	711.7
42.632	710.3
42.633	712.3
42.634	710.7
42.635	709.7
42.636	709.3
42.637	706.5
42.638	711.2
42.639	710.8
42.640	708.6
42.641	710.0
42.642	708.6
42.643	709.8
42.644	708.8
42.645	708.7
42.646	710.5
42.647	712.7
42.648	709.6
42.649	709.2
42.650	709.9
42.651	713.2
42.652	713.3
42.653	711.8
42.654	711.8
42.655	711.1
42.656	714.3
42.657	710.7
42.658	715.8
42.659	718.2
42.660	720.1
42.661	722.3
42.662	723.6
42.663	726.7
42.664	727.6
42.665	727.9
42.666	729.4
42.667	729.2
42.692	708.6
42.693	709.6
42.694	710.6
42.695	707.2
42.696	708.8
42.697	704.8
42.698	704.8
42.699	703.5
42.700	709.7
42.701	711.1
42.702	706.5
42.703	709.9
42.704	710.5
42.705	709.3
42.706	711.0
42.707	712.1
42.708	713.2
42.709	713.1
42.710	713.0
42.711	713.5
42.712	713.8
42.713	712.5
42.714	713.1
42.715	715.4
42.716	713.7
42.717	712.0
42.718	711.6
42.719	710.5
42.720	710.5
42.721	709.9
42.722	709.8
42.723	706.5
42.724	705.3
42.725	709.7
42.726	713.0
42.727	716.2
42.728	721.6
42.729	722.8
42.730	721.2
42.731	719.1
42.732	713.6
42.733	708.7
42.734	708.0
42.735	705.8
42.736	712.4
42.737	716.0
42.738	718.0
42.739	716.4
42.740	715.2
42.741	714.7
42.742	717.0
42.743	713.6
42.744	713.3
42.745	715.3
42.746	716.9
42.747	715.4
42.748	712.8
42.749	712.2
42.750	709.8
42.751	710.5
42.752	709.0
42.753	708.5
42.754	709.2
42.755	711.0
42.756	708.6
42.757	705.9
42.758	703.3
42.759	704.1
42.760	711.1
42.761	714.0
42.762	716.7
42.763	725.4
42.764	728.9
42.765	734.2
42.766	739.3
42.767	738.5
42.768	740.9
42.769	742.8
42.770	743.9
42.771	744.5
42.772	742.4
42.773	740.1
42.774	742.2
42.775	742.3
42.776	746.0
42.777	745.5
42.778	743.6
42.779	742.8
42.780	744.4
42.781	742.1
42.782	742.2
42.783	741.9
42.784	743.5
42.785	742.9
42.786	742.2
42.787	744.6
42.788	743.0
42.789	744.9
42.790	751.3
42.791	751.9
42.792	748.7
42.793	741.2
42.794	738.7
42.795	738.1
42.796	738.6
42.797	739.0
42.798	736.0
42.799	732.3
42.800	735.5
42.801	734.1
42.802	736.7
42.803	736.7
42.804	734.8
42.805	737.1
42.806	738.3
42.807	734.8
42.808	735.2
42.809	733.4
42.810	735.0
42.811	738.5
42.812	738.1
42.813	736.2
42.814	735.9
42.815	737.2
42.816	734.4
42.817	733.9
42.818	736.7
42.819	736.4
42.820	734.7
42.821	737.5
42.822	738.4
42.823	731.0
42.824	724.9
42.825	724.0
42.826	721.3
42.827	716.5
42.828	718.1
42.829	715.3
42.830	720.6
